,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2501,1,299.1,308.9,1476,42.7,225,0,0,0,0,0,0
2502,0,299.2,309.0,1515,48.9,228,1,0,0,0,1,0
2503,0,299.2,309.0,1408,47.2,0,0,0,0,0,0,0
2504,0,299.2,309.1,1468,45.6,2,0,0,0,0,0,0
2505,0,299.2,309.1,1387,48.7,4,0,0,0,0,0,0
2506,1,299.2,309.1,1503,34.7,6,0,0,0,0,0,0
2507,2,299.2,309.1,1410,47.1,9,0,0,0,0,0,0
2508,0,299.0,308.9,1615,30.6,14,0,0,0,0,0,0
2509,0,299.0,308.9,1511,35.9,16,0,0,0,0,0,0
2510,0,299.1,309.0,1405,53.8,18,0,0,0,0,0,0
2511,1,299.0,308.9,1526,41.1,20,0,0,0,0,0,0
2512,0,298.9,308.8,1530,38.3,23,0,0,0,0,0,0
2513,0,299.0,308.7,1583,32.5,25,0,0,0,0,0,0
2515,0,298.8,308.5,1490,35.0,29,0,0,0,0,0,0
2516,0,298.8,308.5,1736,29.0,31,0,0,0,0,0,0
2517,0,298.8,308.5,1395,44.4,33,0,0,0,0,0,0
2518,1,298.9,308.6,1425,49.6,35,0,0,0,0,0,0
2519,0,298.8,308.6,1631,32.4,38,0,0,0,0,0,0
2520,0,298.8,308.6,1535,41.2,40,0,0,0,0,0,0
2521,0,298.8,308.6,1584,34.4,42,0,0,0,0,0,0
2522,1,298.8,308.7,1543,38.2,44,0,0,0,0,0,0
2523,0,298.8,308.7,1635,35.2,47,0,0,0,0,0,0
2524,1,298.8,308.7,1446,45.5,49,0,0,0,0,0,0
2525,1,298.8,308.6,1598,35.1,52,0,0,0,0,0,0
2526,0,298.8,308.6,1501,35.0,55,0,0,0,0,0,0
2527,0,298.8,308.5,1450,50.8,57,0,0,0,0,0,0
2528,0,298.8,308.6,1730,25.9,59,0,0,0,0,0,0
2529,1,298.8,308.6,1571,33.7,61,0,0,0,0,0,0
2530,0,298.9,308.7,1438,51.7,64,0,0,0,0,0,0
2531,1,298.8,308.5,1510,38.7,66,0,0,0,0,0,0
2532,0,298.9,308.7,1389,44.9,69,0,0,0,0,0,0
2533,0,298.8,308.7,1490,33.6,71,0,0,0,0,0,0
2534,0,298.9,308.7,1729,26.6,73,0,0,0,0,0,0
2535,0,299.0,308.8,1495,38.4,75,0,0,0,0,0,0
2536,0,298.9,308.8,1281,53.9,77,0,0,0,0,0,0
2537,2,298.9,308.7,1353,48.1,79,0,0,0,0,0,0
2538,0,299.1,308.8,1429,50.1,84,0,0,0,0,0,0
2539,0,299.1,308.8,1413,42.1,86,0,0,0,0,0,0
2540,0,299.1,308.8,1502,38.3,88,0,0,0,0,0,0
2541,2,299.1,308.8,1553,32.6,90,0,0,0,0,0,0
2542,2,299.2,308.9,1712,26.4,95,0,0,0,0,0,0
2543,0,299.3,309.0,1786,23.5,100,0,0,0,0,0,0
2545,1,299.2,309.0,1541,36.3,104,0,0,0,0,0,0
2546,0,299.2,309.1,1605,34.3,107,0,0,0,0,0,0
2547,0,299.2,309.1,1578,38.1,109,0,0,0,0,0,0
2548,1,299.3,309.2,1440,37.5,111,0,0,0,0,0,0
2549,0,299.4,309.2,1489,42.3,114,0,0,0,0,0,0
2550,0,299.4,309.3,1366,48.4,116,0,0,0,0,0,0
2551,0,299.3,309.2,1541,37.2,118,0,0,0,0,0,0
2552,2,299.3,309.1,1552,40.7,120,0,0,0,0,0,0
2553,0,299.3,309.1,1473,40.3,125,0,0,0,0,0,0
2554,0,299.3,309.1,1531,37.9,127,0,0,0,0,0,0
2555,0,299.3,309.2,1511,37.2,129,0,0,0,0,0,0
2556,1,299.3,309.1,1449,47.9,131,0,0,0,0,0,0
2557,1,299.4,309.1,1440,50.0,134,0,0,0,0,0,0
2558,1,299.2,309.0,1881,23.9,137,0,0,0,0,0,0
2559,0,299.3,309.0,1447,50.4,140,0,0,0,0,0,1
2560,1,299.4,309.1,1326,62.0,142,0,0,0,0,0,0
2561,0,299.4,309.2,1607,31.7,145,0,0,0,0,0,0
2562,0,299.3,309.1,1551,39.1,147,0,0,0,0,0,0
2563,0,299.3,309.1,1496,37.2,149,0,0,0,0,0,0
2564,0,299.3,309.1,1493,38.0,151,0,0,0,0,0,0
2565,0,299.4,309.1,1304,50.5,153,0,0,0,0,0,0
2566,1,299.3,309.0,1420,41.6,155,0,0,0,0,0,0
2567,0,299.4,309.1,1766,24.6,158,0,0,0,0,0,0
2568,0,299.6,309.2,1450,43.1,160,0,0,0,0,0,0
2569,2,299.5,309.2,1872,22.6,162,0,0,0,0,0,0
2570,0,299.6,309.2,1713,26.5,167,0,0,0,0,0,0
2571,1,299.5,309.2,1497,40.9,169,0,0,0,0,0,0
2572,1,299.4,309.1,1352,44.7,172,0,0,0,0,0,0
2573,0,299.5,309.2,1499,41.5,175,0,0,0,0,0,0
2575,0,299.5,309.3,1422,49.2,179,0,0,0,0,0,0
2576,0,299.5,309.3,1523,41.5,181,0,0,0,0,0,0
2577,0,299.5,309.4,1563,41.5,183,0,0,0,0,0,0
2578,0,299.4,309.3,1391,46.6,185,0,0,0,0,0,0
2579,0,299.3,309.1,1795,24.7,187,0,0,0,0,0,0
2580,0,299.3,309.1,1293,53.7,189,0,0,0,0,0,0
2581,0,299.2,309.1,1345,60.7,191,1,0,0,0,1,0
2582,0,299.2,309.0,1615,33.7,193,0,0,0,0,0,0
2583,0,299.2,308.9,1342,50.8,195,0,0,0,0,0,0
2584,0,299.1,308.8,1502,46.7,197,0,0,0,0,0,0
2585,1,299.0,308.7,1620,35.4,199,0,0,0,0,0,0
2586,0,299.0,308.7,1537,42.8,202,0,0,0,0,0,0
2588,0,299.0,308.7,1706,28.6,206,0,0,0,0,0,0
2590,0,299.0,308.7,1396,48.6,0,0,0,0,0,0,0
2591,0,298.9,308.6,1522,46.4,2,0,0,0,0,0,0
2592,0,298.9,308.6,1539,45.4,4,0,0,0,0,0,0
2593,2,298.9,308.5,1415,54.0,6,0,0,0,0,0,0
2594,0,298.8,308.5,1446,37.0,11,0,0,0,0,0,0
2595,1,298.8,308.6,1486,41.1,13,0,0,0,0,0,0
2596,0,299.0,308.7,1426,38.6,16,0,0,0,0,0,0
2597,0,299.0,308.7,1449,38.9,18,0,0,0,0,0,0
2599,1,299.2,308.9,1447,39.6,22,0,0,0,0,0,0
2600,0,299.3,309.0,1422,47.3,25,0,0,0,0,0,0
2601,0,299.3,309.1,1399,52.1,27,0,0,0,0,0,0
2602,0,299.4,309.2,1427,41.5,29,0,0,0,0,0,0
2603,1,299.3,309.2,1334,46.3,31,0,0,0,0,0,0
2604,1,299.3,309.1,1385,45.6,34,0,0,0,0,0,0
2605,0,299.4,309.2,1552,37.4,37,0,0,0,0,0,0
2606,2,299.4,309.3,1534,37.5,39,0,0,0,0,0,0
2607,0,299.4,309.3,1448,48.6,44,0,0,0,0,0,0
2608,0,299.5,309.3,1409,44.7,46,0,0,0,0,0,0
2609,0,299.4,309.2,1621,34.5,48,0,0,0,0,0,0
2610,2,299.4,309.1,1547,40.9,50,0,0,0,0,0,0
2613,1,299.3,309.1,1571,38.3,59,0,0,0,0,0,0
2614,0,299.3,309.1,1634,36.8,62,0,0,0,0,0,0
2615,0,299.3,309.0,1516,38.7,64,0,0,0,0,0,0
2617,0,299.4,309.1,1670,35.9,68,0,0,0,0,0,0
2618,1,299.4,309.1,1461,48.6,70,0,0,0,0,0,0
2619,0,299.4,309.2,1569,40.8,73,0,0,0,0,0,0
2620,0,299.4,309.2,1556,35.7,75,0,0,0,0,0,0
2621,1,299.5,309.3,1506,41.5,77,0,0,0,0,0,0
2622,1,299.6,309.4,1642,30.3,80,0,0,0,0,0,0
2623,1,299.6,309.4,1283,62.1,83,0,0,0,0,0,0
2624,2,299.7,309.5,1375,46.8,86,0,0,0,0,0,0
2625,0,299.7,309.4,1399,39.9,91,0,0,0,0,0,0
2626,0,299.7,309.4,1650,29.8,93,0,0,0,0,0,0
2627,1,299.8,309.6,1346,53.2,95,0,0,0,0,0,0
2628,2,299.9,309.6,1410,51.2,98,0,0,0,0,0,0
2629,0,300.0,309.7,1586,37.8,103,0,0,0,0,0,0
2630,0,300.0,309.8,1372,39.6,105,0,0,0,0,0,0
2631,2,300.0,309.7,1529,42.4,107,0,0,0,0,0,0
2632,1,300.0,309.7,1652,28.6,112,0,0,0,0,0,0
2633,0,300.1,309.8,1532,39.8,115,0,0,0,0,0,0
2634,0,300.0,309.7,1554,32.0,117,0,0,0,0,0,0
2635,2,299.9,309.6,1462,51.0,119,0,0,0,0,0,0
2636,0,299.9,309.6,1254,61.3,124,0,0,0,0,0,0
2637,0,299.9,309.6,1294,49.7,126,0,0,0,0,0,0
2638,0,299.8,309.5,1739,27.5,128,0,0,0,0,0,0
2639,1,299.8,309.4,1412,47.8,130,0,0,0,0,0,0
2640,1,299.9,309.5,1372,56.2,133,0,0,0,0,0,0
2641,2,299.8,309.5,1420,46.7,136,0,0,0,0,0,0
2642,0,299.8,309.5,1542,40.3,141,0,0,0,0,0,0
2643,1,299.8,309.4,1401,48.1,143,0,0,0,0,0,0
2644,0,299.8,309.4,1510,42.5,146,0,0,0,0,0,0
2645,2,299.9,309.5,1547,38.5,148,0,0,0,0,0,0
2646,1,299.8,309.5,1453,43.2,153,0,0,0,0,0,0
2647,0,299.8,309.4,1408,45.6,156,0,0,0,0,0,0
2648,0,299.8,309.4,1436,51.6,158,0,0,0,0,0,0
2649,1,299.9,309.5,1582,38.2,160,0,0,0,0,0,0
2650,0,299.9,309.6,1280,59.3,163,0,0,0,0,0,0
2652,0,299.9,309.5,1772,23.5,167,0,0,0,0,0,0
2653,0,299.9,309.5,1779,26.1,169,0,0,0,0,0,0
2654,0,299.9,309.5,1567,35.5,171,0,0,0,0,0,0
2655,1,299.8,309.4,1751,27.0,173,0,0,0,0,0,0
2656,0,299.9,309.5,1349,51.3,176,0,0,0,0,0,0
2657,1,300.0,309.5,1425,40.8,178,0,0,0,0,0,0
2658,0,300.0,309.4,1395,44.5,181,0,0,0,0,0,0
2659,2,299.8,309.3,1595,32.1,183,0,0,0,0,0,0
2660,0,299.8,309.3,1291,56.4,188,0,0,0,0,0,0
2661,1,299.9,309.4,1509,42.8,190,0,0,0,0,0,0
2662,1,299.9,309.4,1483,38.1,193,0,0,0,0,0,0
2663,0,299.9,309.3,1620,31.1,196,0,0,0,0,0,0
2664,1,299.9,309.4,1487,42.2,198,0,0,0,0,0,0
2666,2,299.7,309.2,1691,27.7,203,0,0,0,0,0,0
2667,1,299.8,309.3,1663,35.2,208,0,0,0,0,0,0
2668,1,299.8,309.3,1640,31.1,211,0,0,0,0,0,0
2669,2,299.7,309.3,1494,37.8,214,0,0,0,0,0,0
2670,0,299.8,309.4,1467,46.2,219,0,0,0,0,0,0
2671,1,299.7,309.3,1399,41.9,221,1,1,0,0,0,0
2672,0,299.7,309.3,1445,42.6,0,0,0,0,0,0,0
2673,0,299.8,309.4,1480,40.9,2,0,0,0,0,0,0
2674,0,299.7,309.3,1546,37.2,4,0,0,0,0,0,0
2675,0,299.7,309.3,1574,35.8,6,0,0,0,0,0,0
2676,0,299.7,309.3,1592,34.2,8,0,0,0,0,0,0
2677,0,299.8,309.5,1495,39.6,10,0,0,0,0,0,0
2678,0,299.8,309.6,1447,43.1,12,0,0,0,0,0,0
2679,0,299.8,309.5,1476,44.4,14,0,0,0,0,0,0
2680,0,299.8,309.5,1641,27.1,16,0,0,0,0,0,0
2681,0,299.8,309.5,1545,32.2,18,0,0,0,0,0,0
2682,1,299.9,309.6,1364,44.4,20,0,0,0,0,0,0
2683,0,299.8,309.5,1590,28.5,23,0,0,0,0,0,0
2684,0,299.8,309.4,1460,37.4,25,0,0,0,0,0,0
2685,0,299.8,309.4,1609,32.5,27,0,0,0,0,0,0
2686,0,299.8,309.4,1633,27.5,29,0,0,0,0,0,0
2687,0,299.9,309.4,1348,52.8,31,0,0,0,0,0,0
2688,0,299.9,309.4,1322,53.9,33,0,0,0,0,0,0
2689,0,300.0,309.5,1641,30.1,35,0,0,0,0,0,0
2690,0,300.0,309.5,1728,26.0,37,0,0,0,0,0,0
2691,0,300.0,309.6,1431,47.7,39,0,0,0,0,0,0
2692,0,300.1,309.7,1641,30.4,41,0,0,0,0,0,0
2693,1,300.1,309.6,1622,36.1,43,0,0,0,0,0,0
2694,1,300.1,309.6,1625,38.0,46,0,0,0,0,0,0
2695,0,300.0,309.5,1869,22.7,49,0,0,0,0,0,0
2696,0,300.0,309.6,1452,46.0,51,0,0,0,0,0,0
2697,0,300.0,309.6,1618,28.7,53,0,0,0,0,0,0
2699,0,299.9,309.4,1363,60.9,57,0,0,0,0,0,0
2700,0,299.9,309.3,1473,40.4,59,0,0,0,0,0,0
2701,0,299.9,309.2,1333,50.8,61,0,0,0,0,0,0
2702,0,299.8,309.2,1760,25.9,63,0,0,0,0,0,0
2703,1,299.8,309.2,1372,58.2,65,0,0,0,0,0,0
2704,1,299.7,309.2,1608,34.4,68,0,0,0,0,0,0
2705,0,299.7,309.2,1326,64.8,71,0,0,0,0,0,0
2706,1,299.6,309.1,1560,37.1,73,0,0,0,0,0,0
2707,1,299.6,309.0,1539,36.1,76,0,0,0,0,0,0
2709,0,299.6,309.1,1641,35.8,81,0,0,0,0,0,0
2710,0,299.6,309.1,1574,39.2,83,0,0,0,0,0,0
2711,0,299.6,309.1,1407,50.6,85,0,0,0,0,0,0
2712,2,299.7,309.2,1302,55.5,87,0,0,0,0,0,0
2713,1,299.6,309.2,1651,30.8,92,0,0,0,0,0,0
2714,1,299.6,309.1,1366,55.2,95,0,0,0,0,0,0
2715,1,299.5,309.0,1701,28.6,98,0,0,0,0,0,0
2716,0,299.5,309.0,1498,44.6,101,0,0,0,0,0,0
2717,1,299.5,309.1,1422,45.3,103,0,0,0,0,0,0
2718,0,299.5,309.1,1357,47.3,106,0,0,0,0,0,0
2719,0,299.5,309.2,1690,29.2,108,0,0,0,0,0,0
2720,0,299.6,309.2,1559,39.1,110,0,0,0,0,0,0
2721,1,299.6,309.3,1553,32.4,112,0,0,0,0,0,0
2722,0,299.6,309.3,1558,34.8,115,0,0,0,0,0,0
2723,0,299.7,309.4,1362,51.9,117,0,0,0,0,0,0
2724,1,299.8,309.3,1470,42.7,119,0,0,0,0,0,0
2725,0,299.8,309.4,1555,34.8,122,0,0,0,0,0,0
2726,1,299.8,309.4,1423,42.9,124,0,0,0,0,0,0
2727,0,299.7,309.3,1434,38.5,127,0,0,0,0,0,0
2728,0,299.7,309.3,1779,25.5,129,0,0,0,0,0,0
2729,0,299.7,309.3,1417,54.6,131,0,0,0,0,0,0
2730,0,299.6,309.2,1425,45.9,133,0,0,0,0,0,0
2731,1,299.7,309.2,1597,32.9,135,0,0,0,0,0,0
2732,0,299.7,309.2,1346,57.4,138,0,0,0,0,0,0
2733,0,299.7,309.2,1422,40.4,140,0,0,0,0,0,0
2734,2,299.7,309.2,1572,32.8,142,0,0,0,0,0,0
2735,0,299.7,309.2,1412,45.4,147,0,0,0,0,0,0
2736,1,299.7,309.1,1576,36.4,149,0,0,0,0,0,0
2737,1,299.7,309.1,1508,41.2,152,0,0,0,0,0,0
2738,1,299.8,309.1,1496,44.4,155,0,0,0,0,0,0
2739,0,299.8,309.2,1572,35.4,158,0,0,0,0,0,0
2740,0,299.6,309.0,1525,42.8,160,0,0,0,0,0,0
2741,0,299.6,309.0,1378,51.9,162,0,0,0,0,0,0
2742,0,299.6,309.1,1369,51.4,164,0,0,0,0,0,0
2743,0,299.6,309.1,1476,45.3,166,0,0,0,0,0,0
2744,0,299.7,309.2,1620,30.0,168,0,0,0,0,0,0
2745,1,299.7,309.1,1603,38.5,170,0,0,0,0,0,0
2746,0,299.7,309.2,1411,46.1,173,0,0,0,0,0,0
2747,0,299.7,309.2,1616,31.6,175,0,0,0,0,0,0
2748,0,299.7,309.2,1631,35.1,177,0,0,0,0,0,0
2749,1,299.7,309.2,1685,28.9,179,1,0,0,0,0,0
2750,2,299.7,309.2,1456,40.6,182,0,0,0,0,0,0
2751,0,299.7,309.1,1417,50.1,187,0,0,0,0,0,0
2752,1,299.7,309.1,1851,24.7,189,0,0,0,0,0,0
2753,0,299.7,309.1,1715,27.8,192,0,0,0,0,0,0
2754,2,299.6,309.1,1630,32.3,194,0,0,0,0,0,0
2755,0,299.7,309.2,1478,38.8,199,0,0,0,0,0,0
2756,0,299.7,309.2,1781,29.6,201,0,0,0,0,0,0
2757,0,299.8,309.2,1439,36.1,203,0,0,0,0,0,0
2758,1,299.7,309.2,1412,45.3,205,0,0,0,0,0,0
2759,0,299.7,309.1,1483,41.1,208,0,0,0,0,0,0
2760,0,299.8,309.2,1400,42.6,210,0,0,0,0,0,0
2761,0,299.8,309.3,1299,65.1,212,1,0,0,0,1,0
2762,0,299.8,309.2,1479,44.4,214,0,0,0,0,0,0
2763,0,299.8,309.2,1491,47.5,216,0,0,0,0,0,0
2764,1,299.9,309.3,1389,52.8,0,0,0,0,0,0,0
2765,1,299.9,309.4,1399,54.8,3,0,0,0,0,0,0
2766,1,299.9,309.4,1889,26.0,6,0,0,0,0,0,0
2768,0,300.0,309.5,1675,30.2,11,0,0,0,0,0,0
2769,1,300.0,309.6,1477,38.1,13,0,0,0,0,0,0
2770,0,300.0,309.6,1364,45.9,16,0,0,0,0,0,0
2771,0,299.9,309.5,1451,39.4,18,0,0,0,0,0,0
2772,0,299.9,309.4,1467,41.2,20,0,0,0,0,0,0
2773,0,299.9,309.4,1858,22.5,22,0,0,0,0,0,0
2774,0,300.1,309.4,1559,39.7,24,0,0,0,0,0,0
2775,0,300.1,309.4,1560,47.7,26,0,0,0,0,0,0
2776,0,300.1,309.4,1453,47.6,28,0,0,0,0,0,0
2777,0,300.1,309.4,1464,41.7,30,0,0,0,0,0,0
2778,0,300.0,309.4,1308,50.2,32,0,0,0,0,0,0
2779,0,300.1,309.5,1353,50.9,34,0,0,0,0,0,0
2780,1,300.2,309.6,1556,35.8,36,0,0,0,0,0,0
2782,1,300.2,309.6,1491,41.8,41,0,0,0,0,0,0
2783,1,300.2,309.6,1528,35.1,44,0,0,0,0,0,0
2784,0,300.2,309.6,1430,52.7,47,0,0,0,0,0,0
2785,0,300.2,309.5,1495,32.6,49,0,0,0,0,0,0
2786,1,300.2,309.5,1630,28.3,51,0,0,0,0,0,0
2787,1,300.3,309.6,1524,38.4,54,0,0,0,0,0,0
2788,0,300.3,309.6,1326,52.4,57,0,0,0,0,0,0
2789,2,300.3,309.5,1438,44.0,59,0,0,0,0,0,0
2790,0,300.4,309.6,1356,45.9,64,0,0,0,0,0,0
2791,2,300.4,309.6,1416,43.3,66,0,0,0,0,0,0
2792,0,300.4,309.7,1584,32.6,71,0,0,0,0,0,0
2793,0,300.3,309.6,1597,31.8,73,0,0,0,0,0,0
2794,0,300.4,309.6,1553,43.9,75,0,0,0,0,0,0
2795,1,300.3,309.5,1405,49.4,77,0,0,0,0,0,0
2796,0,300.2,309.5,1539,35.3,80,0,0,0,0,0,0
2797,1,300.3,309.6,1398,53.7,82,0,0,0,0,0,0
2798,0,300.3,309.6,1568,39.6,85,0,0,0,0,0,0
2799,0,300.3,309.6,1404,44.6,87,0,0,0,0,0,0
2800,1,300.2,309.5,1500,45.7,89,0,0,0,0,0,0
2801,1,300.2,309.5,1642,28.8,92,0,0,0,0,0,0
2802,1,300.3,309.6,1509,46.6,95,0,0,0,0,0,0
2803,0,300.2,309.5,1343,50.2,98,0,0,0,0,0,0
2804,0,300.1,309.5,1450,40.1,100,0,0,0,0,0,0
2805,0,300.0,309.4,1460,43.5,102,0,0,0,0,0,0
2806,0,300.0,309.3,1364,41.2,104,0,0,0,0,0,0
2807,1,299.9,309.3,1452,41.9,106,0,0,0,0,0,0
2808,0,299.9,309.3,1471,41.8,109,0,0,0,0,0,0
2809,0,299.9,309.2,1598,34.6,111,0,0,0,0,0,0
2810,0,299.8,309.1,1772,24.8,113,0,0,0,0,0,0
2811,0,299.9,309.2,1761,25.6,115,0,0,0,0,0,0
2812,1,300.0,309.3,1413,40.7,117,0,0,0,0,0,0
2813,0,300.0,309.3,1887,22.6,120,0,0,0,0,0,0
2814,0,300.0,309.3,1395,56.5,122,0,0,0,0,0,0
2815,1,300.1,309.4,1569,31.6,124,0,0,0,0,0,0
2816,0,300.1,309.4,1434,47.3,127,0,0,0,0,0,0
2817,0,300.2,309.5,1417,41.1,129,0,0,0,0,0,0
2818,0,300.2,309.5,1729,28.4,131,0,0,0,0,0,0
2819,0,300.2,309.5,1356,51.1,133,0,0,0,0,0,0
2820,0,300.2,309.5,1436,48.8,135,0,0,0,0,0,0
2821,1,300.3,309.6,1419,42.5,137,0,0,0,0,0,0
2822,0,300.3,309.6,1593,38.1,140,0,0,0,0,0,0
2823,1,300.3,309.5,1320,62.2,142,0,0,0,0,0,0
2824,1,300.3,309.5,1448,42.4,145,0,0,0,0,0,0
2825,0,300.3,309.4,1470,33.5,148,0,0,0,0,0,0
2826,1,300.3,309.4,1612,33.1,150,0,0,0,0,0,0
2827,0,300.4,309.4,1412,51.6,153,0,0,0,0,0,0
2828,1,300.4,309.4,1875,23.9,155,0,0,0,0,0,0
2829,0,300.3,309.3,1612,36.0,158,0,0,0,0,0,0
2830,1,300.4,309.3,1411,41.6,160,0,0,0,0,0,0
2831,1,300.3,309.2,1490,47.9,163,0,0,0,0,0,0
2832,1,300.4,309.3,1467,40.3,166,0,0,0,0,0,0
2833,0,300.3,309.2,1807,26.4,169,0,0,0,0,0,0
2834,0,300.3,309.1,1368,46.0,171,0,0,0,0,0,0
2835,0,300.3,309.2,1572,32.0,173,0,0,0,0,0,0
2836,1,300.3,309.1,1458,44.3,175,0,0,0,0,0,0
2837,0,300.3,309.1,1699,30.3,178,0,0,0,0,0,0
2838,0,300.3,309.3,1478,39.5,180,0,0,0,0,0,0
2839,1,300.4,309.4,1362,42.1,182,0,0,0,0,0,0
2840,2,300.4,309.4,1487,38.9,185,0,0,0,0,0,0
2841,0,300.3,309.4,1705,29.4,190,0,0,0,0,0,0
2842,0,300.3,309.3,1345,53.5,192,0,0,0,0,0,0
2843,0,300.3,309.2,1532,40.2,194,0,0,0,0,0,0
2844,0,300.3,309.2,1650,35.2,196,0,0,0,0,0,0
2845,0,300.3,309.2,1398,54.4,198,0,0,0,0,0,0
2846,0,300.3,309.2,1412,44.8,200,0,0,0,0,0,0
2847,0,300.4,309.3,1525,39.6,202,0,0,0,0,0,0
2848,1,300.3,309.3,1391,57.9,204,0,0,0,0,0,0
2849,0,300.4,309.3,1766,28.2,207,0,0,0,0,0,0
2850,0,300.4,309.3,1671,35.0,209,0,0,0,0,0,0
2851,0,300.5,309.3,1373,48.8,211,0,0,0,0,0,0
2852,1,300.5,309.4,1347,50.1,213,0,0,0,0,0,0
2853,1,300.5,309.3,1539,39.1,216,0,0,0,0,0,0
2854,0,300.5,309.3,1470,40.8,219,0,0,0,0,0,0
2855,0,300.5,309.3,1528,37.0,221,0,0,0,0,0,0
2856,2,300.5,309.3,1471,45.2,223,0,0,0,0,0,0
2857,1,300.4,309.2,1528,37.2,228,0,0,0,0,0,0
2858,0,300.5,309.3,1417,51.5,231,1,0,0,0,1,0
2859,0,300.6,309.4,1549,43.4,233,0,0,0,0,0,0
2860,2,300.6,309.4,1463,49.2,235,0,0,0,0,0,0
2861,0,300.7,309.5,1479,43.6,240,0,0,0,0,0,0
2862,0,300.6,309.5,1867,23.0,242,0,0,0,0,0,0
2863,0,300.6,309.4,1471,44.1,244,0,0,0,0,0,0
2864,2,300.6,309.4,1380,47.6,246,1,1,0,0,0,0
2865,2,300.7,309.7,1623,32.7,0,0,0,0,0,0,0
2867,2,300.7,309.6,1390,48.5,7,0,0,0,0,0,0
2868,0,300.8,309.7,1418,46.6,12,0,0,0,0,0,0
2869,0,300.8,309.7,1519,35.8,14,0,0,0,0,0,0
2870,1,300.8,309.7,1519,39.7,16,0,0,0,0,0,0
2871,1,300.7,309.6,1536,37.2,19,0,0,0,0,0,0
2872,0,300.8,309.6,1680,28.7,22,0,0,0,0,0,0
2873,2,300.6,309.4,1555,37.9,24,0,0,0,0,0,0
2874,0,300.6,309.5,1471,49.6,29,0,0,0,0,0,0
2875,1,300.5,309.4,1877,23.8,31,0,0,0,0,0,0
2876,1,300.5,309.3,1578,30.5,34,0,0,0,0,0,0
2877,1,300.5,309.4,1655,32.1,37,0,0,0,0,0,0
2878,2,300.5,309.4,1502,34.3,40,0,0,0,0,0,0
2879,1,300.6,309.4,1367,63.2,45,1,0,0,1,0,0
2880,0,300.7,309.5,1541,37.2,48,0,0,0,0,0,0
2881,1,300.6,309.6,1588,37.0,50,0,0,0,0,0,0
2882,0,300.6,309.6,1684,32.8,53,0,0,0,0,0,0
2883,0,300.6,309.5,1437,40.0,55,0,0,0,0,0,0
2884,0,300.6,309.6,1409,42.4,57,0,0,0,0,0,0
2885,1,300.5,309.5,1320,49.9,59,0,0,0,0,0,0
2886,2,300.5,309.5,1635,34.2,62,0,0,0,0,0,0
2887,1,300.5,309.5,1691,27.6,67,0,0,0,0,0,0
2888,1,300.6,309.6,1365,50.0,70,0,0,0,0,0,0
2889,1,300.7,309.7,1523,38.2,73,0,0,0,0,0,0
2890,0,300.6,309.7,1593,32.4,76,0,0,0,0,0,0
2891,0,300.6,309.6,1682,30.7,78,0,0,0,0,0,0
2892,0,300.7,309.6,1329,54.3,80,0,0,0,0,0,0
2893,1,300.7,309.6,1568,35.2,82,0,0,0,0,0,0
2894,0,300.7,309.6,1733,24.8,85,0,0,0,0,0,0
2895,1,300.7,309.6,1473,48.1,87,0,0,0,0,0,0
2896,1,300.7,309.5,1633,31.3,90,0,0,0,0,0,0
2897,1,300.6,309.5,1530,40.2,93,0,0,0,0,0,0
2898,1,300.6,309.5,1550,40.2,96,0,0,0,0,0,0
2899,0,300.6,309.4,1410,40.6,99,0,0,0,0,0,0
2900,0,300.5,309.3,1574,33.5,101,0,0,0,0,0,0
2901,0,300.6,309.4,1425,40.3,103,0,0,0,0,0,0
2902,1,300.6,309.4,1541,35.2,105,0,0,0,0,0,0
2903,1,300.7,309.5,1733,26.7,108,0,0,0,0,0,0
2905,0,300.6,309.4,1552,36.4,113,0,0,0,0,0,0
2906,0,300.6,309.3,1409,38.7,115,0,0,0,0,0,0
2907,1,300.6,309.4,1581,35.7,117,0,0,0,0,0,0
2908,0,300.7,309.5,1251,59.9,120,0,0,0,0,0,0
2909,0,300.7,309.6,1500,44.1,122,0,0,0,0,0,0
2910,0,300.6,309.5,1576,38.8,124,0,0,0,0,0,0
2911,1,300.7,309.5,1352,44.0,126,0,0,0,0,0,0
2912,0,300.7,309.6,1661,30.3,129,0,0,0,0,0,0
2913,0,300.7,309.6,1541,34.6,131,0,0,0,0,0,0
2914,2,300.6,309.6,1888,20.5,133,0,0,0,0,0,0
2915,0,300.5,309.5,1255,62.1,138,0,0,0,0,0,0
2916,0,300.6,309.6,1411,41.6,140,0,0,0,0,0,0
2917,0,300.6,309.5,1516,39.0,142,0,0,0,0,0,0
2918,1,300.6,309.5,1492,34.0,144,0,0,0,0,0,0
2919,0,300.6,309.6,1726,30.0,147,0,0,0,0,0,0
2920,0,300.7,309.7,1598,33.7,149,0,0,0,0,0,0
2921,0,300.8,309.8,1657,31.1,151,0,0,0,0,0,0
2922,0,300.8,309.7,1481,38.1,153,0,0,0,0,0,0
2923,1,300.7,309.7,1397,51.3,155,0,0,0,0,0,0
2924,0,300.8,309.7,1461,44.3,158,0,0,0,0,0,0
2925,1,300.7,309.6,1388,51.1,160,0,0,0,0,0,0
2926,0,300.7,309.7,1507,52.4,163,0,0,0,0,0,0
