,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
1902,1,-0.7985398773440087,-1.3505427516548776,-0.7655885519827011,-0.2884210750000596,1.4152928425026026,1
1903,0,-0.8486532646721268,-1.2830269434159232,1.2073225947450177,0.0599027117469022,-1.6990010160846205,0
1904,2,-0.8486532646721268,-1.3505427516548776,0.9375886489033376,-1.1199036627186154,-1.6675435023615173,0
1905,0,-0.7985398773440087,-1.3505427516548776,0.1900402847135376,-0.3333660797416037,-1.5888997180537592,0
1906,0,-0.7985398773440087,-1.2830269434159232,-1.8214042828487071,1.3857803516224374,-1.5574422043306555,0
1907,0,-0.7985398773440087,-1.2155111351770074,0.6832680713954674,-0.6592173641177943,-1.5259846906075525,0
1908,0,-0.7484264900158621,-1.2155111351770074,1.068602279740725,-1.5356449565778931,-1.4945271768844492,0
1909,1,-0.7484264900158621,-1.2155111351770074,0.3750007047192613,-0.3670748332977611,-1.463069663161346,0
1910,0,-0.7484264900158621,-1.2155111351770074,-0.4958546061410209,0.7565502852408276,-1.4158833925766912,0
1911,0,-0.7484264900158621,-1.147995326938053,-0.0874003452950478,-0.3108935773708317,-1.384425878853588,0
1912,1,-0.7484264900158621,-1.147995326938053,-1.0353224978243816,1.0936378208024042,-1.352968365130485,0
1913,0,-0.6983131026877156,-1.0804795186991372,0.359587336385451,-0.7153986200447238,-1.3057820945458296,0
1914,0,-0.7484264900158621,-1.147995326938053,2.278551693944834,-1.8053149850271548,-1.2743245808227264,0
1915,1,-0.6983131026877156,-1.147995326938053,1.5541233822557496,-1.3558649376117191,-1.2428670670996231,0
1916,0,-0.6983131026877156,-1.147995326938053,-1.8291109670156125,2.217262939340993,-1.1956807965149685,0
1917,0,-0.6481997153595975,-1.0129637104601827,0.7757482813983293,-1.187321169830931,-1.164223282791865,0
1918,0,-0.6983131026877156,-1.0804795186991372,-0.9120155511538992,0.6329515222015827,-1.1327657690687618,0
1919,0,-0.6983131026877156,-1.0804795186991372,-0.2338273444662457,0.2396827307130766,-1.1013082553456586,0
1920,0,-0.6983131026877156,-1.0804795186991372,-1.582497073674647,2.127372929857906,-1.0698507416225551,0
1921,0,-0.7484264900158621,-1.2155111351770074,-1.6518572311767936,2.868965508093374,-1.038393227899452,1
1922,0,-0.7484264900158621,-1.147995326938053,-0.4419078169726848,0.3632814937523215,-1.0069357141763486,0
1923,0,-0.6481997153595975,-1.0129637104601827,-0.249240712800056,0.1947377259715332,-0.9754782004532454,0
1924,0,-0.6481997153595975,-1.0129637104601827,-1.0815626028258123,0.6329515222015827,-0.9440206867301422,0
1925,1,-0.6481997153595975,-1.0129637104601827,1.114842384742156,-1.5468812077632792,-0.9125631730070388,0
1926,2,-0.6481997153595975,-1.0804795186991372,0.3441739680516407,-0.8389973830839687,-0.865376902422384,0
1927,0,-0.6481997153595975,-1.0129637104601827,-0.2723607653007714,0.1610289724153759,-0.7867331181146259,0
1928,0,-0.6481997153595975,-1.0804795186991372,-1.0969759711596228,0.6891327781285121,-0.7552756043915225,0
1929,0,-0.6481997153595975,-1.0129637104601827,-0.5498013953093569,1.5093791146616824,-0.7238180906684193,0
1930,1,-0.6481997153595975,-0.9454479022212284,1.5926568030902757,-1.8053149850271548,-0.692360576945316,0
1931,0,-0.6481997153595975,-1.0129637104601827,-0.3571342911367281,-0.0974048048484999,-0.6451743063606612,0
1932,1,-0.6481997153595975,-1.0129637104601827,-1.1971628653293898,1.3633078492516653,-0.6137167926375579,0
1933,0,-0.6481997153595975,-1.0804795186991372,1.80844395976362,-1.6817162219879098,-0.566530522052903,0
1934,1,-0.6481997153595975,-1.147995326938053,-1.2819363911653463,0.6554240245723547,-0.5350730083297998,0
1935,0,-0.6481997153595975,-1.0129637104601827,1.1764958580773972,-0.6255086105616362,-0.4878867377451448,0
1936,0,-0.5479729407033329,-0.9454479022212284,-0.8888954986531836,0.9812753089485452,-0.4564292240220415,0
1937,0,-0.598086328031451,-0.9454479022212284,-1.4206567061696391,2.475696716604868,-0.4249717102989383,0
1938,0,-0.598086328031451,-1.0129637104601827,-0.5498013953093569,0.1610289724153759,-0.393514196575835,0
1939,2,-0.598086328031451,-1.0129637104601827,-1.2048695494962949,0.7677865364262136,-0.3620566828527318,0
1940,1,-0.598086328031451,-1.0129637104601827,-0.6962283944805548,0.7453140340554415,-0.2834128985449736,0
1941,1,-0.5479729407033329,-0.9454479022212284,-0.3571342911367281,-0.737871122415495,-0.2362266279603187,0
1942,0,-0.4978595533751864,-0.8779320939823125,2.902793111464151,-2.0188037575494864,-0.1890403573756638,0
1943,0,-0.4978595533751864,-0.8104162857433581,-0.8503620778186579,1.621741626515541,-0.0789390593448024,0
1944,1,-0.4978595533751864,-0.7429004775044422,-0.5112679744748312,-0.1311135584046573,-0.0474815456216991,0
1945,0,-0.4477461660470399,-0.7429004775044422,1.3152161730816898,-1.254738676943246,-0.0002952750370442,0
1946,0,-0.4477461660470399,-0.7429004775044422,1.268976068080259,-1.5244087053925075,0.031162238686059,0
1947,1,-0.4477461660470399,-0.7429004775044422,-0.9120155511538992,1.3071265933247358,0.0626197524091622,0
1948,1,-0.3976327787189218,-0.6753846692654879,0.6293212822271314,-1.1760849186455449,0.1098060229938171,0
1949,0,-0.3475193913907752,-0.6078688610265336,-0.349427606969823,0.0374302093761309,0.156992293578472,0
1950,1,-0.3475193913907752,-0.6078688610265336,1.4462298039190775,-1.063722406791686,0.1884498073015753,0
1951,0,-0.3475193913907752,-0.6078688610265336,-0.9813757086560456,0.5318252615331098,0.2356360778862302,0
1952,0,-0.3475193913907752,-0.5403530527876177,2.0011110639362486,-1.861496240954084,0.2670935916093335,0
1953,0,-0.3475193913907752,-0.5403530527876177,-0.3879610278043487,0.0823752141176743,0.2985511053324368,0
1954,1,-0.3475193913907752,-0.5403530527876177,0.5445477563911747,-0.3221298285562177,0.33000861905554,0
1955,1,-0.2472926167345107,-0.4728372445486633,1.2304426472457333,-1.29968368168479,0.3771948896401949,0
1956,1,-0.2974060040626572,-0.5403530527876177,-0.349427606969823,0.4082264984938649,0.4243811602248498,0
1957,0,-0.2472926167345107,-0.4728372445486633,-0.2954808178014869,-0.0412235489215705,0.4715674308095047,0
1958,0,-0.2472926167345107,-0.4728372445486633,-1.0276158136574765,2.2734441952679223,0.5030249445326079,0
1959,1,-0.1971792294063641,-0.4053214363097474,0.6909747555623725,-1.2322661745724743,0.5344824582557113,0
1960,0,-0.1971792294063641,-0.4053214363097474,0.9838287539047684,-0.883942387825512,0.5816687288403661,0
1961,0,-0.2472926167345107,-0.4728372445486633,-1.4052433378358289,1.4981428634762963,0.6131262425634694,0
1962,0,-0.2472926167345107,-0.4728372445486633,0.0359066013754346,0.1722652236007611,0.6445837562865727,0
1963,2,-0.2472926167345107,-0.4053214363097474,-0.9967890769898556,0.4082264984938649,0.7232275405943308,0
1964,0,-0.1971792294063641,-0.337805628070793,2.216898220609593,-1.468227449465578,0.801871324902089,0
1965,0,-0.1470658420782461,-0.2702898198318387,-1.2048695494962949,1.1161103231731764,0.8333288386251922,0
1966,1,-0.1470658420782461,-0.2702898198318387,-0.2954808178014869,0.2172102283423053,0.8647863523482955,0
1967,0,-0.1470658420782461,-0.2702898198318387,-1.4977235478386903,1.4194891051785947,0.9119726229329504,0
1968,0,-0.1971792294063641,-0.337805628070793,-0.4804412378072105,0.0711389629322883,0.9434301366560536,0
1969,0,-0.1470658420782461,-0.2702898198318387,-0.7424684994819858,0.4868802567915664,0.9748876503791568,0
1970,0,-0.1470658420782461,-0.2702898198318387,-0.0257468719598065,-0.5131460987077773,1.0063451641022605,0
1971,0,-0.1470658420782461,-0.2702898198318387,0.2902271788833047,-0.4457285915954626,1.0378026778253635,0
1972,1,-0.1470658420782461,-0.2702898198318387,0.1438001797121067,-0.1872948143315867,1.0692601915484667,0
1973,2,-0.1470658420782461,-0.2702898198318387,0.2902271788833047,0.0261939581907449,1.1164464621331216,0
1974,0,-0.1470658420782461,-0.337805628070793,-1.258816338664631,1.0037478113193177,1.1950902464408797,0
1975,1,-0.1470658420782461,-0.2702898198318387,-1.559377021173932,2.161081683414064,1.2265477601639831,0
1976,0,-0.1971792294063641,-0.337805628070793,0.4212408097206922,-0.5917998570054789,1.273734030748638,0
1977,0,-0.1971792294063641,-0.4053214363097474,1.2458560155795435,-1.0861949091624576,1.3051915444717412,0
1978,0,-0.2472926167345107,-0.4053214363097474,0.6678547030616571,-1.0412499044209145,1.3366490581948445,0
1979,0,-0.2472926167345107,-0.4053214363097474,-0.9659623403222352,2.0262466691894323,1.3681065719179475,1
1980,0,-0.2974060040626572,-0.4728372445486633,0.2208670213811583,-0.5356186010785494,1.399564085641051,0
1981,0,-0.2974060040626572,-0.4053214363097474,1.4308164355852673,-1.074958657977072,1.4310215993641542,0
1982,1,-0.2974060040626572,-0.4728372445486633,1.3614562780831208,-1.3895736911678769,1.4624791130872576,0
1983,1,-0.3475193913907752,-0.4728372445486633,0.05902665387615,-0.3221298285562177,1.5096653836719125,0
1984,1,-0.2974060040626572,-0.4728372445486633,-0.2338273444662457,0.7116052804992842,1.5883091679796706,0
1985,2,-0.2974060040626572,-0.5403530527876177,-0.0180401877929014,-0.5243823498931633,1.6354954385643254,0
1986,2,-0.2974060040626572,-0.4728372445486633,1.7544971705952837,-1.4120461935386486,-1.6990010160846205,0
1987,0,-0.2472926167345107,-0.4728372445486633,-0.5652147636431673,0.6104790198308113,-1.6203572317768624,0
1988,0,-0.2472926167345107,-0.4728372445486633,-0.4110810803050642,0.6666602757577408,-1.5888997180537592,0
1989,2,-0.2974060040626572,-0.4728372445486633,-0.5883348161438827,1.0037478113193177,-1.5574422043306555,0
1990,0,-0.2472926167345107,-0.4728372445486633,0.4751875988890283,-0.4682010939662339,-1.4787984200228976,0
1991,0,-0.1971792294063641,-0.4053214363097474,-1.4206567061696391,0.6329515222015827,-1.4473409062997944,0
1992,0,-0.2472926167345107,-0.5403530527876177,-0.9428422878215196,0.7340777828700555,-1.384425878853588,0
1993,0,-0.2974060040626572,-0.5403530527876177,-0.6345749211453137,0.1497927212299898,-1.352968365130485,0
1994,0,-0.2974060040626572,-0.5403530527876177,-0.5498013953093569,0.8352040435385291,-1.3215108514073812,0
1995,0,-0.2974060040626572,-0.5403530527876177,0.3750007047192613,-0.1985310655169728,-1.290053337684278,0
1996,0,-0.2974060040626572,-0.4728372445486633,-1.066149234492002,0.3183364890107781,-1.2585958239611748,0
1997,0,-0.2974060040626572,-0.4728372445486633,0.0744400222099603,0.0823752141176743,-1.2271383102380715,0
1998,1,-0.2472926167345107,-0.4053214363097474,-0.9890823928229506,1.7341041383694,-1.1956807965149685,0
1999,1,-0.2974060040626572,-0.4053214363097474,-1.459190127004165,0.7565502852408276,-1.1484945259303134,0
2000,0,-0.2974060040626572,-0.4728372445486633,-0.8811888144862785,2.0487191715602044,-1.1013082553456586,0
2001,0,-0.2974060040626572,-0.4728372445486633,0.6216145980602262,-1.0075411508647565,-1.0698507416225551,0
2002,1,-0.3475193913907752,-0.4728372445486633,-0.3417209228029178,0.5880065174600393,-1.038393227899452,0
2003,0,-0.3475193913907752,-0.4728372445486633,0.0975600747106758,-0.3333660797416037,-0.991206957314797,0
2004,0,-0.3475193913907752,-0.4728372445486633,-1.46689681117107,2.385806707121781,-0.9597494435916938,0
2005,1,-0.3475193913907752,-0.6078688610265336,-1.0738559186589074,0.6666602757577408,-0.9282919298685904,0
2006,1,-0.3475193913907752,-0.6078688610265336,0.6524413347278468,-0.6142723593762509,-0.8811056592839356,0
2007,0,-0.3475193913907752,-0.6078688610265336,-0.1567605027971941,0.3632814937523215,-0.8339193886992807,0
2008,0,-0.2974060040626572,-0.6078688610265336,0.9992421222385788,-1.367101188797105,-0.8024618749761775,0
2009,1,-0.2974060040626572,-0.6078688610265336,-0.757881867815796,0.7340777828700555,-0.7710043612530743,0
2010,2,-0.2974060040626572,-0.6753846692654879,-0.7732952361496064,1.228472835027035,-0.7238180906684193,0
2011,1,-0.3475193913907752,-0.6753846692654879,-0.149053818630289,0.295863986640006,-0.6451743063606612,0
2012,2,-0.3475193913907752,-0.6753846692654879,-0.0565736086274271,-0.6479811129324082,-0.5979880357760062,0
2013,0,-0.2974060040626572,-0.6753846692654879,-0.6114548686445982,0.801495289982371,-0.5193442514682481,0
2014,0,-0.2472926167345107,-0.6078688610265336,2.594525744787945,-2.041276259920258,-0.4878867377451448,0
2015,0,-0.2472926167345107,-0.6078688610265336,2.679299270623902,-2.052512511105644,-0.4564292240220415,0
2016,2,-0.2974060040626572,-0.6078688610265336,-1.0969759711596228,0.3745177449377075,-0.4249717102989383,0
2017,0,-0.2974060040626572,-0.6753846692654879,-0.858068761985563,0.7340777828700555,-0.3463279259911801,0
2018,1,-0.2974060040626572,-0.6753846692654879,-1.0353224978243816,0.4644077544207943,-0.3148704122680769,0
2019,2,-0.2974060040626572,-0.7429004775044422,1.9009241697664812,-1.2884474304994038,-0.2676841416834219,0
2020,2,-0.3475193913907752,-0.7429004775044422,-0.6654016578129343,0.2509189818984627,-0.1890403573756638,0
2021,1,-0.3475193913907752,-0.7429004775044422,2.640765849789376,-1.8053149850271548,-0.1103965730679056,0
2022,1,-0.3976327787189218,-0.8104162857433581,-0.0951070294619529,-0.3783110844831471,0.0154334818245073,0
2023,1,-0.3976327787189218,-0.8104162857433581,0.05902665387615,-0.2097673167023588,0.0626197524091622,0
2024,0,-0.3475193913907752,-0.6753846692654879,-0.1875872394648148,-0.2659485726292883,0.1098060229938171,0
2025,0,-0.3976327787189218,-0.7429004775044422,-0.657694973646029,-0.1872948143315867,0.1412635367169204,0
2026,0,-0.3475193913907752,-0.6753846692654879,-0.5112679744748312,0.6441877733869688,0.204178564163127,0
2027,2,-0.3475193913907752,-0.6753846692654879,-0.6962283944805548,-0.0187510465507984,0.2356360778862302,0
2028,0,-0.2974060040626572,-0.6753846692654879,2.193778168108877,-1.8502599897686984,0.3142798621939884,0
2029,2,-0.2974060040626572,-0.6753846692654879,0.7063881238961829,-0.7940523783424245,0.3457373759170916,0
2030,0,-0.2974060040626572,-0.6753846692654879,-0.95825565615533,1.9588291620771177,0.4243811602248498,0
2031,0,-0.2974060040626572,-0.6078688610265336,-0.6422816053122188,0.5205890103477238,0.4558386739479531,0
2032,0,-0.2974060040626572,-0.6753846692654879,1.114842384742156,-1.3895736911678769,0.4872961876710563,0
2033,2,-0.3475193913907752,-0.6753846692654879,1.6697236447593269,-1.2435024257578604,0.5187537013941597,0
2034,0,-0.3475193913907752,-0.6753846692654879,-0.3263075544691075,0.6217152710161966,0.5973974857019178,0
2035,0,-0.3475193913907752,-0.6753846692654879,-0.0334535561267117,0.7902590387969849,0.628854999425021,0
2036,0,-0.3976327787189218,-0.7429004775044422,0.5599611247249849,0.0823752141176743,0.6603125131481243,0
2037,0,-0.3475193913907752,-0.7429004775044422,0.8296950705666654,-1.0861949091624576,0.6917700268712276,0
2038,0,-0.3475193913907752,-0.6753846692654879,1.6851370130931371,-1.142376165089387,0.7232275405943308,0
2039,0,-0.3475193913907752,-0.6753846692654879,-0.7732952361496064,0.7677865364262136,0.754685054317434,0
2040,0,-0.3475193913907752,-0.6753846692654879,-0.7424684994819858,0.6554240245723547,0.7861425680405374,0
2041,1,-0.3475193913907752,-0.7429004775044422,0.4751875988890283,-0.6592173641177943,0.8176000817636406,0
2042,0,-0.3475193913907752,-0.7429004775044422,-1.0738559186589074,2.1947904369702207,0.8647863523482955,0
2043,1,-0.3475193913907752,-0.8104162857433581,-0.5652147636431673,0.9250940530216158,0.8962438660713988,0
2044,0,-0.2974060040626572,-0.7429004775044422,-0.4958546061410209,-0.0299872977361845,0.9434301366560536,0
2045,0,-0.3475193913907752,-0.8104162857433581,0.2671071263825892,0.5655340150892672,0.9748876503791568,0
2046,0,-0.3475193913907752,-0.8104162857433581,1.014655490572389,-0.883942387825512,1.0063451641022605,0
2047,0,-0.2974060040626572,-0.7429004775044422,0.2671071263825892,-0.7940523783424245,1.0378026778253635,0
2048,0,-0.2974060040626572,-0.7429004775044422,0.5214277038904592,-0.7491073736008811,1.0692601915484667,0
2049,0,-0.2974060040626572,-0.6753846692654879,0.7526282288976138,-0.9625961461232128,1.10071770527157,0
2050,2,-0.3475193913907752,-0.8104162857433581,0.9298819647364324,-0.5917998570054789,1.1321752189946732,0
2051,1,-0.3475193913907752,-0.8779320939823125,-1.7443374411796555,1.2060003326562632,1.2108190033024315,0
2052,1,-0.3475193913907752,-0.8104162857433581,1.022362174739294,-1.3895736911678769,1.2580052738870864,0
2053,2,-0.3475193913907752,-0.8104162857433581,-0.9120155511538992,0.5205890103477238,1.3051915444717412,0
2054,1,-0.3475193913907752,-0.7429004775044422,1.9394575906010072,-1.7940787338417687,1.383835328779499,0
2055,0,-0.3475193913907752,-0.8104162857433581,-1.3435898645005877,0.7790227876115997,1.4310215993641542,0
2056,1,-0.2974060040626572,-0.7429004775044422,-0.4496145011395899,0.0823752141176743,1.4624791130872576,0
2057,1,-0.2472926167345107,-0.6753846692654879,-0.8966021828200887,1.0037478113193177,1.5568516542565674,0
2058,1,-0.2472926167345107,-0.6753846692654879,0.6678547030616571,-1.063722406791686,1.6040379248412222,0
2059,0,-0.2974060040626572,-0.6753846692654879,-0.0642802927943323,0.0261939581907449,1.651224195425877,0
2060,0,-0.2974060040626572,-0.6078688610265336,-0.3956677119712539,-0.0299872977361845,1.6826817091489803,0
2061,0,-0.2472926167345107,-0.6078688610265336,-1.3821232853351133,0.1497927212299898,1.7141392228720838,0
2062,0,-0.1971792294063641,-0.5403530527876177,-0.7193484469812703,-0.108641056033886,1.745596736595187,0
2063,0,-0.1971792294063641,-0.5403530527876177,0.1900402847135376,-0.4569648427808478,1.7770542503182902,0
2064,0,-0.2472926167345107,-0.6078688610265336,-0.303187501968392,0.7902590387969849,1.8085117640413932,0
2065,1,-0.1971792294063641,-0.5403530527876177,2.7101260072915223,-1.9513862504371715,1.8399692777644967,1
2066,2,-0.1971792294063641,-0.6078688610265336,0.5599611247249849,0.0599027117469022,-1.6990010160846205,0
2067,1,-0.2472926167345107,-0.6078688610265336,-0.7347618153150806,0.9812753089485452,-1.6203572317768624,0
2068,0,-0.2472926167345107,-0.6078688610265336,-0.7732952361496064,0.947566555392388,-1.5731709611922071,0
2069,1,-0.2974060040626572,-0.6078688610265336,-0.1182270819626684,0.28462773545462,-1.541713447469104,0
2070,0,-0.2472926167345107,-0.6078688610265336,-0.1028137136288581,0.430699000864637,-1.4945271768844492,0
2071,0,-0.2472926167345107,-0.5403530527876177,2.31708511477936,-1.996331255178715,-1.463069663161346,0
2072,1,-0.2472926167345107,-0.5403530527876177,-0.1567605027971941,0.0936114653030604,-1.4316121494382428,0
2073,0,-0.1971792294063641,-0.5403530527876177,0.4366541780545026,-0.8277611318985826,-1.384425878853588,0
2074,1,-0.2472926167345107,-0.5403530527876177,0.5753744930587953,-0.5468548522639355,-1.352968365130485,0
2075,1,-0.1971792294063641,-0.4728372445486633,-0.9890823928229506,0.8464402947239144,-1.3057820945458296,0
2076,1,-0.1971792294063641,-0.5403530527876177,-0.9428422878215196,0.7790227876115997,-1.2585958239611748,0
2077,0,-0.1971792294063641,-0.5403530527876177,0.6678547030616571,-0.3895473356685332,-1.21140955337652,0
2078,0,-0.1971792294063641,-0.5403530527876177,0.6601480188947519,-0.8389973830839687,-1.1799520396534169,0
2079,2,-0.1971792294063641,-0.5403530527876177,0.6293212822271314,-0.5019098475223921,-1.1484945259303134,0
2080,2,-0.2472926167345107,-0.6078688610265336,0.2516937580487789,0.3969902473084788,-1.0698507416225551,0
2081,1,-0.2472926167345107,-0.5403530527876177,-1.5516703370070266,2.363334204751009,-0.991206957314797,0
2082,1,-0.1971792294063641,-0.4728372445486633,0.4751875988890283,-0.108641056033886,-0.9440206867301422,0
2083,0,-0.0969524547500995,-0.4053214363097474,-0.3108941861352972,0.295863986640006,-0.8968344161454873,0
2084,0,-0.0969524547500995,-0.4053214363097474,0.8836418597350014,-0.9401236437524416,-0.865376902422384,0
2085,0,-0.1470658420782461,-0.4053214363097474,-0.5420947111424518,0.2396827307130766,-0.8339193886992807,0
2086,1,-0.0969524547500995,-0.4053214363097474,-0.5883348161438827,0.7453140340554415,-0.8024618749761775,0
2087,0,-0.1470658420782461,-0.4728372445486633,-0.7347618153150806,0.3745177449377075,-0.7552756043915225,0
2088,2,-0.1470658420782461,-0.5403530527876177,0.2979338630502098,0.0936114653030604,-0.7238180906684193,0
2089,1,-0.1971792294063641,-0.6078688610265336,-0.3417209228029178,0.3969902473084788,-0.6451743063606612,0
2090,0,-0.1971792294063641,-0.6753846692654879,1.022362174739294,-0.8052886295278106,-0.5979880357760062,0
2091,0,-0.1971792294063641,-0.6753846692654879,-0.3340142386360126,0.9026215506508438,-0.566530522052903,0
2092,1,-0.2472926167345107,-0.7429004775044422,-0.5189746586417363,0.2396827307130766,-0.5350730083297998,0
2093,1,-0.1971792294063641,-0.7429004775044422,0.4058274413868819,-0.6142723593762509,-0.4878867377451448,0
2094,0,-0.1971792294063641,-0.7429004775044422,0.7526282288976138,-1.1199036627186154,-0.4407004671604899,0
2095,1,-0.1470658420782461,-0.7429004775044422,0.2748138105494943,-0.6030361081908648,-0.4092429534373866,0
2096,0,-0.1470658420782461,-0.6753846692654879,-0.7964152886503219,0.947566555392388,-0.3620566828527318,0
2097,1,-0.1470658420782461,-0.7429004775044422,-0.2877741336345817,0.0261939581907449,-0.3305991691296285,0
2098,1,-0.0969524547500995,-0.6078688610265336,-1.906177808684664,1.9363566597063455,-0.2834128985449736,0
2099,0,-0.0969524547500995,-0.6078688610265336,0.2362803897149686,-0.5805636058200928,-0.2362266279603187,0
2100,0,-0.0969524547500995,-0.6753846692654879,0.3981207572199768,-0.5243823498931633,-0.2047691142372154,0
2101,1,-0.0468390674219815,-0.5403530527876177,0.2516937580487789,-0.5693273546347067,-0.1733116005141121,0
2102,0,-0.0969524547500995,-0.6753846692654879,0.760334913064519,-1.1199036627186154,-0.1261253299294573,0
2103,1,-0.1470658420782461,-0.6078688610265336,-1.258816338664631,0.5992427686454254,-0.094667816206354,0
2104,0,-0.0468390674219815,-0.5403530527876177,0.8374017547335705,-0.6929261176739516,-0.0474815456216991,0
2105,0,-0.0468390674219815,-0.5403530527876177,-0.6114548686445982,1.2621815885831924,-0.0160240318985958,0
2106,0,-0.0969524547500995,-0.5403530527876177,0.5830811772257004,-0.3670748332977611,0.0154334818245073,0
2107,2,-0.0969524547500995,-0.5403530527876177,-0.6191615528115033,0.2059739771569192,0.0468909955476106,0
2108,0,-0.0969524547500995,-0.4728372445486633,-0.9967890769898556,0.9700390577631592,0.1255347798553688,0
2109,0,-0.1470658420782461,-0.5403530527876177,-0.8811888144862785,1.4981428634762963,0.156992293578472,0
2110,1,-0.1971792294063641,-0.6753846692654879,-2.0834315445234823,2.610531730829499,0.1884498073015753,0
2111,0,-0.1470658420782461,-0.6078688610265336,-0.3108941861352972,-0.0861685536631139,0.2356360778862302,0
2112,0,-0.1470658420782461,-0.6078688610265336,-0.3263075544691075,-0.1535860607754294,0.2670935916093335,0
2113,2,-0.1470658420782461,-0.5403530527876177,-1.2356962861639156,0.4531715032354083,0.2985511053324368,0
2114,2,-0.1470658420782461,-0.5403530527876177,-0.3648409753036333,0.9925115601339314,0.3771948896401949,0
2115,0,-0.1470658420782461,-0.5403530527876177,0.9992421222385788,-1.1199036627186154,0.4558386739479531,0
2116,0,-0.1470658420782461,-0.6078688610265336,-1.2973497594991568,1.6329778777009265,0.4872961876710563,0
2117,0,-0.1470658420782461,-0.6078688610265336,1.523296645588129,-0.8165248807131966,0.5187537013941597,0
2118,1,-0.1971792294063641,-0.6078688610265336,-0.6191615528115033,0.8576765459093004,0.5502112151172629,0
2119,1,-0.1971792294063641,-0.6753846692654879,1.7005503814269476,-1.648007468431752,0.5973974857019178,0
2120,0,-0.1971792294063641,-0.6753846692654879,-1.104682655326528,2.2060266881556068,0.6445837562865727,0
2121,0,-0.1470658420782461,-0.6753846692654879,0.6909747555623725,-0.872706136640126,0.676041270009676,0
2122,0,-0.1971792294063641,-0.6753846692654879,-0.7887086044834166,0.8689127970946865,0.7074987837327792,0
2123,1,-0.1470658420782461,-0.6753846692654879,0.9992421222385788,-0.996304899679371,0.7389562974558824,0
2124,1,-0.1470658420782461,-0.6753846692654879,-0.3879610278043487,0.9250940530216158,0.7861425680405374,0
2125,1,-0.1971792294063641,-0.7429004775044422,1.3075094889147847,-1.456991198280192,0.8333288386251922,0
2126,2,-0.2974060040626572,-0.9454479022212284,0.2054536530473479,0.1160839676738317,0.9119726229329504,0
2127,0,-0.2974060040626572,-0.8779320939823125,1.2766827522471642,-1.1199036627186154,0.9906164072407084,0
2128,0,-0.2472926167345107,-0.8779320939823125,-0.5343880269755467,0.554297763903882,1.022073920963812,0
2129,0,-0.2974060040626572,-0.9454479022212284,-0.7732952361496064,1.7565766407401713,1.0535314346869151,0
2130,0,-0.2472926167345107,-0.9454479022212284,1.2073225947450177,-1.1536124162747732,1.0849889484100184,0
2131,0,-0.2974060040626572,-0.9454479022212284,-0.1798805552979096,-0.0299872977361845,1.1479039758562248,0
2132,1,-0.2974060040626572,-0.9454479022212284,-0.4650278694734002,0.2172102283423053,1.179361489579328,0
2133,1,-0.3475193913907752,-1.0129637104601827,-0.7193484469812703,0.2621552330838487,1.2265477601639831,0
2134,0,-0.3475193913907752,-0.9454479022212284,-0.8657754461524682,1.1048740719877903,1.273734030748638,0
2135,0,-0.3475193913907752,-0.9454479022212284,-0.3186008703022023,0.9925115601339314,1.3051915444717412,0
2136,0,-0.3976327787189218,-0.9454479022212284,-1.0353224978243816,1.0374565648754748,1.3366490581948445,0
2137,0,-0.3976327787189218,-1.0129637104601827,-0.4496145011395899,0.441935252050023,1.3681065719179475,0
2138,0,-0.3976327787189218,-1.0804795186991372,1.5078832772543187,-1.3333924352409476,1.399564085641051,0
2139,0,-0.3976327787189218,-1.0804795186991372,1.168789173910492,-1.3221561840555616,1.4310215993641542,0
2140,0,-0.3976327787189218,-1.0804795186991372,-0.3879610278043487,-0.6479811129324082,1.4624791130872576,0
2141,1,-0.3475193913907752,-1.0804795186991372,0.2054536530473479,-0.3670748332977611,1.4939366268103609,1
2142,1,-0.3475193913907752,-1.0804795186991372,-0.5960415003107878,0.1722652236007611,-1.6990010160846205,0
2143,0,-0.3475193913907752,-1.0804795186991372,-0.8426553936517527,0.7453140340554415,-1.6518147454999657,0
2144,1,-0.3976327787189218,-1.0804795186991372,-0.9197222353208042,0.8689127970946865,-1.6203572317768624,0
2145,1,-0.3475193913907752,-1.0129637104601827,-1.6287371786760785,2.228499190526379,-1.5731709611922071,0
2146,0,-0.3976327787189218,-1.0129637104601827,-0.5652147636431673,0.6441877733869688,-1.5259846906075525,0
2147,1,-0.3976327787189218,-1.0804795186991372,-0.9197222353208042,0.8913852994654585,-1.4945271768844492,0
2148,2,-0.4477461660470399,-1.147995326938053,-0.70393507864746,0.295863986640006,-1.4473409062997944,0
2149,2,-0.4477461660470399,-1.147995326938053,-0.4958546061410209,0.2284464795276905,-1.3686971219920363,0
2150,0,-0.3976327787189218,-1.0804795186991372,-0.9967890769898556,1.4981428634762963,-1.290053337684278,0
2151,0,-0.4477461660470399,-1.147995326938053,-1.46689681117107,0.6891327781285121,-1.2585958239611748,0
2152,0,-0.4477461660470399,-1.147995326938053,0.3364672838847355,-0.7940523783424245,-1.2271383102380715,0
2153,0,-0.4477461660470399,-1.147995326938053,-0.203000607798625,-0.2996573261854456,-1.1956807965149685,0
2154,0,-0.4477461660470399,-1.147995326938053,2.902793111464151,-1.7491337291002254,-1.164223282791865,0
